content,content_clean,score,label,content_length,content_clean_length
This is very assome game I love it,assom game love,7,Positive,8,3
Great game,great game,5,Positive,2,2
Nice,nice,4,Positive,1,1
Best for mobile,best mobil,1,Positive,3,2
Great game,great game,5,Positive,2,2
I rated in 5 star but now I'm rating it 2 star. My 2 GB ram phone can't afford it. Need a Lighter version of this game. This version has a serious bug.,rate star im rate star gb ram phone cant afford need lighter version game version seriou bug,2,Positive,33,17
Best game ever,best game ever,2,Positive,3,3
Once ACC is lost there is no support for recovering it by any other option rather then supercell.not even Customer service Reply to mails and helps to recover. Worst Experience ever had.,acc lost support recov option rather supercellnot even custom servic repli mail help recov worst experi ever,3,Positive,32,17
I just love the battling and collecting all the elixir and gold and dark elixir and so much more😆,love battl collect elixir gold dark elixir much,5,Positive,19,8
Worst game ever this game is so bad that I can't imagine 🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮,worst game ever game bad cant imagin,0,Neutral,13,7
Op,op,0,Neutral,1,1
This game is best for timepass,game best timepass,2,Positive,6,3
it's nice game,nice game,6,Positive,3,2
Very good graphic and all things,good graphic thing,5,Positive,6,3
"First of all, absolutely beautiful game, but two stars are gone because of what I feel are the two major issues. 1.The heroes take too much time to upgrade if you want to max them out, you never even use them in battle. I believe this issue can be easily fixed by allowing the heroes to go into battle while upgrading 2. In the builder base, it takes ages just to collect enough to upgrade a building. The wall upgrades are outrageous, one wall costs more gold than what you get from a 6 Star Attack!",first absolut beauti game two star gone feel two major issu hero take much time upgrad want max never even use battl believ issu easili fix allow hero go battl upgrad builder base take age collect enough upgrad build wall upgrad outrag one wall cost gold get star attack,0,Neutral,96,49
Good,good,5,Positive,1,1
Good,good,5,Positive,1,1
Clash of clan is my favorite game but every time i want to upgrade i need to wait for an hour. If i want to speed builder i need spend real money for gem. So please supercell give each day a gem,clash clan favorit game everi time want upgrad need wait hour want speed builder need spend real money gem pleas supercel give day gem,4,Positive,42,24
It is an amazing game but it also have some bugs... Like when I have a strong network it shows me network error although when I use wifi it happens many time so you should work on it to attract people..,amaz game also bug like strong network show network error although use wifi happen mani time work attract peopl,-1,Negative,41,19
super game,super game,5,Positive,2,2
Nice very beautiful game 🤩🎯🎯🎯🎯,nice beauti game,6,Positive,5,3
Not good,good,5,Positive,2,1
Gg I love the game.,gg love game,7,Positive,5,3
I have a glitch,glitch,0,Neutral,4,1
Good experation,good exper,5,Positive,2,2
Sigma,sigma,0,Neutral,1,1
awesome game,awesom game,2,Positive,2,2
Nice Fantastic Mind blowing,nice fantast mind blow,4,Positive,4,4
super fun,super fun,3,Positive,2,2
This game may be old but it's still fun,game may old still fun,2,Positive,9,5
OG,og,0,Neutral,1,1
Es muy buen juego pero si por casualidad pierdes tu cuenta no abra manera de aser que te regresen el juego temandaran correos claves las usaras y te diran no emos encontrado pruebas de que esta cuenta sea tuya,es muy buen juego pero si por casualidad pierd tu cuenta abra manera de aser que te regresen el juego temandaran correo clave la usara te diran emo encontrado prueba de que esta cuenta sea tuya,-3,Negative,39,36
Dear supecell I love all your games. I play Clash of Clans. This is my favorite game. Please give messi any skin in this game clash of clans,dear supecel love game play clash clan favorit game pleas give messi skin game clash clan,13,Positive,28,16
I have been playing this game for almost 7 years. The game is getting better as they are bringing great updates nowadays. It's the best strategy game I have played so far in my life. 👍,play game almost year game get better bring great updat nowaday best strategi game play far life,9,Positive,36,17
The guy narrating the stories of coc characters on those YouTube ads gotta stop🤦 his voice and the fact that he pops up every 4-12 YouTube shorts scroll is HELLA annoying,guy narrat stori coc charact youtub ad got ta stop voic fact pop everi youtub short scroll hella annoy,-3,Negative,31,19
Good,good,5,Positive,1,1
Perfect 👌,perfect,0,Neutral,2,1
I really like this game,realli like game,2,Positive,5,3
Ip game,ip game,2,Positive,2,2
supper game,supper game,2,Positive,2,2
My id is hacked... It's very easy to hack your id,id hack easi hack id,-8,Negative,11,5
Very fun battle game to play when your bored 😴,fun battl game play bore,2,Positive,10,5
Ok,ok,4,Positive,1,1
Very nice,nice,4,Positive,2,1
Great game! . The downside of this game is An insane upgrade time Up to 30 days .,great game downsid game insan upgrad time day,7,Positive,18,8
I play since 1 season is very good game,play sinc season good game,7,Positive,9,5
My favorite game🎮,favorit game,2,Positive,3,2
Its a nice game,nice game,6,Positive,4,2
The experience of this game for me is nice.however I am playing game from 2020 so I recommend all that play the game really wonderful game.,experi game nicehowev play game recommend play game realli wonder game,8,Positive,26,11
Please try the game and then talk,pleas tri game talk,2,Positive,7,4
Jasss,jasss,0,Neutral,1,1
nice to play,nice play,4,Positive,3,2
coming back to this game but unfortunately i cant recover my main account coz itz link to my fb before.. Hope devs can help me recover it..,come back game unfortun cant recov main account coz itz link fb hope dev help recov,6,Positive,27,16
Love it games,love game,7,Positive,3,2
This is the best strategy game,best strategi game,2,Positive,6,3
Loving it,love,5,Positive,2,1
Coc,coc,0,Neutral,1,1
internet not good,internet good,5,Positive,3,2
All time favourite game 💜,time favourit game,2,Positive,5,3
Very good game,good game,7,Positive,3,2
Very good game hai and very for injoy hai,good game hai injoy hai,13,Positive,9,5
I hate the upgrade time and and the trading time but I do like this game though,hate upgrad time trade time like game though,-3,Negative,17,8
. Mind game impuru my mind work,mind game impuru mind work,2,Positive,7,5
It's to good to play I love this game,good play love game,12,Positive,9,4
I love this game. It's my all-time Favourite Online Games. I Played this game Since in 2014. 🥰🥰😍😍,love game alltim favourit onlin game play game sinc,11,Positive,18,9
World Classs,world classs,0,Neutral,2,2
I love u it,love u,5,Positive,4,2
Extremely slow progression and very limited freedom in how you choose to advance your city.,extrem slow progress limit freedom choos advanc citi,1,Positive,15,8
Unfortunate,unfortun,0,Neutral,1,1
this game is awesome i am th 13 and i have progress very much i am playing this game from 2019 and now this game is going better and better i love playing this game hole of my life and also this game is very interesting and enjoyable thank you,game awesom th progress much play game game go better better love play game hole life also game interest enjoy thank,24,Positive,50,21
Enjoy,enjoy,3,Positive,1,1
Op,op,0,Neutral,1,1
My account was stolen and whenever I try to get it solved nothing gets done about it. Customer service is absolute garbage. Don't invest your time in this game. Your account will get stolen and the customer service won't want to help one bit. They'll just keep sending you back to the assistant bot,account stolen whenev tri get solv noth get done custom servic absolut garbag dont invest time game account get stolen custom servic wont want help one bit theyll keep send back assist bot,2,Positive,54,33
Nice one really never tierd of playing it,nice one realli never tierd play,4,Positive,8,6
Supercell issue,supercel issu,0,Neutral,2,2
Nice gamr,nice gamr,4,Positive,2,2
Nice game,nice game,6,Positive,2,2
"Full star if we can bring heroes to battle field during their upgrade,everytime even one of hero upgrade I'm not willing to play",full star bring hero battl field upgradeeverytim even one hero upgrad im will play,0,Neutral,23,14
This upgrade is have a small issue. 'TH14' Xbox upgrade cost is 14 million gold But inferno and scattershot upgrade cost is 12.6 million gold. Why Xboxs cost is heavy cost?,upgrad small issu th xbox upgrad cost million gold inferno scattershot upgrad cost million gold xbox cost heavi cost,0,Neutral,31,19
Wonderful game,wonder game,2,Positive,2,2
Good,good,5,Positive,1,1
Game is good but new account protection is worst thing.It made scamming more easy.My I'd also got scammed because of the account protection.,game good new account protect worst thingit made scam easymi id also got scam account protect,4,Positive,23,16
ITS MY FAV GAME.................. IL LOVE COC,fav game il love coc,12,Positive,7,5
Best choice ever,best choic ever,0,Neutral,3,3
Give me,give,0,Neutral,2,1
Very good,good,5,Positive,2,1
Good,good,5,Positive,1,1
These game best for every think😍😍😍,game best everi think,2,Positive,6,4
Geooff,geooff,0,Neutral,1,1
WoW only wow game 😁,wow wow game,2,Positive,5,3
Satisfying game,satisfi game,2,Positive,2,2
Epic game,epic game,2,Positive,2,2
"Don't receive login code otp on email. When try the web support they says come from in game support , how can I come from in game support when I am not logged in. I emailed them the problem 😔,but not got any solution.",dont receiv login code otp email tri web support say come game support come game support log email problem got solut,10,Positive,44,21
BEST game 🎮 just looking like of wow 😲,best game look like wow,2,Positive,9,5
Super game,super game,5,Positive,2,2
"Fun, but not sure if it's worth a shot",fun sure worth shot,0,Neutral,9,4
I'm playing since 2018 best game till now @coc,im play sinc best game till,2,Positive,9,6
After ten years of being a loyal player supercell has locked me out of my clash of clans account of ten years. They say they can't verify my identity. I would think twice before starting any their games. They couldn't care less how much time or money you spent.,ten year loyal player supercel lock clash clan account ten year say cant verifi ident would think twice start game couldnt care less much time money spent,3,Positive,49,27
Good,good,5,Positive,1,1
MY MIND RELAXATION GAME AND BEST GAME IN THE PLAY STORE 💥,mind relax game best game play store,4,Positive,12,7
Note opening But very nice,note open nice,1,Positive,5,3
mostly pay to win now kinda sucks how it changed,mostli pay win kinda suck chang,0,Neutral,10,6
Super,super,3,Positive,1,1
GOOD GAME,good game,7,Positive,2,2
Very nice game,nice game,6,Positive,3,2
CLASH OF CLAN IS THE BEST,clash clan best,0,Neutral,6,3
Very nice game 👏👏,nice game,6,Positive,4,2
Every thing is good but after reaching the lavel 12 and above there is less of dark Elixir. Please fix it.,everi thing good reach lavel less dark elixir pleas fix,5,Positive,21,10
nice game,nice game,6,Positive,2,2
Best and great,best great,3,Positive,3,2
I love this game,love game,7,Positive,4,2
"I've been playing this game for a long time. But for past few days, the game seems laggy. I think the new update made the game choppy and sometimes freezes. I never experienced this problem before. Please do anything about this",ive play game long time past day game seem laggi think new updat made game choppi sometim freez never experienc problem pleas anyth,2,Positive,41,23
I think coc should give a feature so they can talk to random strangers and their friends it can increase players,think coc give featur talk random stranger friend increas player,-4,Negative,21,10
Nice game,nice game,6,Positive,2,2
perfect graphics,perfect graphic,0,Neutral,2,2
Upgrade home village battle time... We are not want to play 3 min battle time in home village..,upgrad home villag battl time want play min battl time home villag,0,Neutral,18,12
Good game overall,good game overal,7,Positive,3,3
Good game O09,good game,7,Positive,3,2
Very interesting games super,interest game super,5,Positive,4,3
i love this game me i was 12 to 13 im playing this all time and all day i aprecieted the developer to this game because this game so fun when im sas and mad im playing this game when im sad thanks for this game!,love game im play time day apreciet develop game game fun im sa mad im play game im sad thank game,15,Positive,46,21
VERY VERY VERY GOOD GAME,good game,7,Positive,5,2
Very fun game to play during your free time,fun game play free time,5,Positive,9,5
Nice game,nice game,6,Positive,2,2
Nice game,nice game,6,Positive,2,2
This game increase peation and learn good things need time to come,game increas peation learn good thing need time come,7,Positive,12,9
Very interesting game,interest game,2,Positive,3,2
Awesome game,awesom game,2,Positive,2,2
It's fun but the upgrade time is a lot,fun upgrad time lot,-5,Negative,9,4
"Hello do you have a developed version for mac too, it would be nice if I get it also. Thanks",hello develop version mac would nice get also thank,10,Positive,20,9
This game is so fun but u need a lot of time,game fun u need lot time,-3,Negative,12,6
Good,good,5,Positive,1,1
Nice game i like. It,nice game like,6,Positive,5,3
Good game,good game,7,Positive,2,2
Awesome,awesom,0,Neutral,1,1
friendly community..8yrs and counting coc player .. i lost my account but they help me get it back recover.. coc yeah..CLASHH ON,friendli communityyr count coc player lost account help get back recov coc yeahclashh,-1,Negative,22,13
COC ka game bahut acha hain,coc ka game bahut acha hain,2,Positive,6,6
Good app and good game,good app good game,12,Positive,5,4
Cool games,cool game,4,Positive,2,2
Haaland 🗿,haaland,0,Neutral,2,1
Very Nice,nice,4,Positive,2,1
Horrible developers just like clash royale. As soon as purchase you start losing so they can trick you to spend more. I hope these developers die,horribl develop like clash royal soon purchas start lose trick spend hope develop die,-4,Negative,26,14
Th16 play games th2 lose acout 😌,th play game th lose acout,2,Positive,7,6
Duper fantastic,duper fantast,0,Neutral,2,2
"This is a killer game, I've been playing for 2 years now and it just keeps getting better!! I changed my Google account from my other phone number and I didn't get my 10$ google pay card with my account can you please straighten out the mess up sirs? But this is a great game and I have been playing it for 3 years now and I plan to keep playing it!u don't know what your missing out on if you don't have it but on your phone",killer game ive play year keep get better chang googl account phone number didnt get googl pay card account pleas straighten mess sir great game play year plan keep play itu dont know miss dont phone,5,Positive,88,36
I joy playing,joy play,0,Neutral,3,2
Dumb game won't let you do most things or attack someone who has attack you,dumb game wont let thing attack someon attack,2,Positive,15,8
"Its a fun, good game",fun good game,7,Positive,5,3
Love this game! I keep reinstalling after years of forgetting about it :p,love game keep reinstal year forget p,7,Positive,13,7
I love it From Rahim townhall 13 clan uncommon,love rahim townhal clan uncommon,7,Positive,9,5
Hodai hbi gadai,hodai hbi gadai,-3,Negative,3,3
W game played it grammar deth every one got mad at me a told me to leave,w game play grammar deth everi one got mad told leav,-1,Negative,17,11
Mga bobo,mga bobo,0,Neutral,2,2
It really doesn't have to be useful. They were bad part. People gonna attack you I'm giving it a 3/5,realli doesnt use bad part peopl gon na attack im give,-4,Negative,20,11
Good morning my love of the game,good morn love game,12,Positive,7,4
Amazing!,amaz,0,Neutral,1,1
mind blowing,mind blow,0,Neutral,2,2
Is such a fun game!,fun game,2,Positive,5,2
Amazing and fun,amaz fun,0,Neutral,3,2
Nice game,nice game,6,Positive,2,2
Good clean fun 👍,good clean fun,5,Positive,4,3
"I would rate this game as Zero Star. After reaching the max levels of my 3 Heroes it suddenly rolled back after this Haalland patch lowering them 5 levels down. Worst game after waiting for how many days and looting for a year one patch is all it took and you cannot even provide them a video coz their classic wars only have 1 or 2 days Replay, after the 3rd day you cannot see the war details. Next time put atleast 3 months replay details in war so atleast your gamers could easily provide details",would rate game zero star reach max level hero suddenli roll back haalland patch lower level worst game wait mani day loot year one patch took even provid video coz classic war day replay rd day see war detail next time put atleast month replay detail war atleast gamer could easili provid detail,5,Positive,96,53
Best game,best game,2,Positive,2,2
its very good,good,5,Positive,3,1
Please reduce the cost for super troops.,pleas reduc cost super troop,3,Positive,7,5
I really like this game,realli like game,2,Positive,5,3
"Everytime I play this game, the game usually exit and there's a phrase said (program/game need to reload or connection loss) even though I have a strong internet connection this is insane.",everytim play game game usual exit there phrase said programgam need reload connect loss even though strong internet connect insan,4,Positive,32,20
Very easy lng laruin,easi lng laruin,0,Neutral,4,3
Nice one,nice one,4,Positive,2,2
Addictive,addict,-3,Negative,1,1
It's a good game with strategy battle game,good game strategi battl game,9,Positive,8,5
Happy,happi,0,Neutral,1,1
Good,good,5,Positive,1,1
Sigma game,sigma game,2,Positive,2,2
"Glitchy mess and no way to speak with Customer support. my base is constantly being attacked even when i have an Active shield. for instance i used gems to get a 2 day shield and after 28 hrs i was being attacked, i still have 9 hrs of shield left and was attacked. how can we get this bug fixed if there is no way to contacy support. it doesnt make sense to continue playing if the shield doesnt even work.",glitchi mess way speak custom support base constantli attack even activ shield instanc use gem get day shield hr attack still hr shield left attack get bug fix way contaci support doesnt make sens continu play shield doesnt even work,8,Positive,81,40
world best game Clash of Clan Like Play wow 💓💗❤️‍🩹😹😁,world best game clash clan like play wow,2,Positive,10,8
Supercell can you plz fix your log in verification code When i request for a code via my gmail i dont get the code Plzz fix,supercel plz fix log verif code request code via gmail dont get code plzz fix,0,Neutral,26,15
My Favourite game 🎯☺️,favourit game,2,Positive,4,2
Nice,nice,4,Positive,1,1
Very fun,fun,0,Neutral,2,1
So cool,cool,2,Positive,2,1
It is vary sigma,vari sigma,0,Neutral,4,2
Perfect game,perfect game,2,Positive,2,2
One of the my most favorite game,one favorit game,2,Positive,7,3
"Playing this game for years now, I wish if it didn't takes days to update my base 😕",play game year wish didnt take day updat base,2,Positive,18,9
Love except waiting times for upgrading,love except wait time upgrad,5,Positive,6,5
Free time game,free time game,5,Positive,3,3
Still the best of all time,still best time,0,Neutral,6,3
What a beautiful game,beauti game,2,Positive,4,2
Is the most favorite game in my all game,favorit game game,4,Positive,9,3
Nice game,nice game,6,Positive,2,2
best game ever,best game ever,2,Positive,3,3
Good game,good game,7,Positive,2,2
"By clicking unintentionally, my 500 Gems has gone, that's why, i unstalled my account. I collected those jems for many days. If you get my Gems back, then i will be back.",click unintent gem gone that unstal account collect jem mani day get gem back back,-2,Negative,32,15
Takes a while to get good and level up but fun once you get there hardwork pays off,take get good level fun get hardwork pay,5,Positive,18,8
Great and fun game,great fun game,5,Positive,4,3
It's very nice this game and fun,nice game fun,6,Positive,7,3
It's a very good game that I've been playing since I was young,good game ive play sinc young,7,Positive,13,6
Good,good,5,Positive,1,1
Jio game Mast game hai babal Jaan se bhi jada mast hai 😘😘😘😋,jio game mast game hai babal jaan se bhi jada mast hai,10,Positive,13,12
Good Game,good game,7,Positive,2,2
Good Game,good game,7,Positive,2,2
"Been playing for 12 years, can't stop now",play year cant stop,3,Positive,8,4
Very nice 👍 game,nice game,6,Positive,4,2
I Like it,like,0,Neutral,3,1
ok game,ok game,6,Positive,2,2
Nostalgic,nostalg,0,Neutral,1,1
Good game,good game,7,Positive,2,2
ther is very good GAME I like this game,ther good game like game,9,Positive,9,5
Please balance the game.,pleas balanc game,2,Positive,4,3
"Honnêtement, je préfère habiter à Dubaï même si ya une fuite d'eau",honnêtement je préfère habit à dubaï même si ya une fuit deau,4,Positive,12,12
Good,good,5,Positive,1,1
Oppi,oppi,0,Neutral,1,1
exited,exit,0,Neutral,1,1
THIS GAME IS SO GOOD GAME,game good game,9,Positive,6,3
Entertaining,entertain,0,Neutral,1,1
Super,super,3,Positive,1,1
It's taken's time while upgrading And in very slow,taken time upgrad slow,1,Positive,9,4
Favourite game,favourit game,2,Positive,2,2
This is very nice and interesting games... I love this game 😍❤️,nice interest game love game,13,Positive,12,5
Best game expirence,best game expir,2,Positive,3,3
Nice game,nice game,6,Positive,2,2
Truly entertaining and fun to play,truli entertain fun play,0,Neutral,6,4
Best,best,0,Neutral,1,1
I am try,tri,0,Neutral,3,1
I know this game beacuse of Halaand siuuu Mbappe is bot,know game beacus halaand siuuu mbapp bot,0,Neutral,11,7
Still one of the best and greatest mobile game ever...,still one best greatest mobil game ever,3,Positive,10,7
Nice,nice,4,Positive,1,1
Chezz. Badiya h prr ise sirf asli wale ameer hi aford kr sakte h,chezz badiya h prr ise sirf asli wale ameer hi aford kr sakt h,3,Positive,14,14
This is the best strategy game I have ever played thank you Clash of Clans Team...I really hope that who read my comment is the best game to play….And join my Clan-Assam Rifle,best strategi game ever play thank clash clan teami realli hope read comment best game playand join clanassam rifl,9,Positive,33,19
Amazing,amaz,0,Neutral,1,1
good,good,5,Positive,1,1
Fantastic!!,fantast,0,Neutral,1,1
Good,good,5,Positive,1,1
I like playing the game it's fun and enjoyable so I give it 5 stars,like play game fun enjoy give star,5,Positive,15,7
Ok,ok,4,Positive,1,1
My Favourite Game... ❤️❤️❤️,favourit game,2,Positive,4,2
Best game that I have ever played til the date,best game ever play til date,2,Positive,10,6
My account was stolen and irrespective of many chats and queries no fruitfull reply as i have been using this account for 9 years or so... And zero support from supercell team... So its a bye,account stolen irrespect mani chat queri fruitful repli use account year zero support supercel team bye,2,Positive,36,16
best,best,0,Neutral,1,1
Best game on earth 🌎,best game earth,2,Positive,5,3
"Great wee game, lot's of freebe's a few glitches when doing updates. I think they're trying to get us off the mobiles and onto the laptops again not going to happen for most but all n all the best freemium out there. :-)))",great wee game lot freeb glitch updat think theyr tri get us mobil onto laptop go happen n best freemium,1,Positive,43,20
Awesome,awesom,0,Neutral,1,1
My favorite game 🎮 😍,favorit game,2,Positive,5,2
Good,good,5,Positive,1,1
Worst support ever I have initiated to delete an account but waited 2 mont and no reply,worst support ever initi delet account wait mont repli,4,Positive,17,9
Nice,nice,4,Positive,1,1
its super good,super good,8,Positive,3,2
Ye game bahut achachha hai aap ise daunload kar sakte hai,ye game bahut achachha hai aap ise daunload kar sakt hai,8,Positive,11,11
This game is best,game best,2,Positive,4,2
good game,good game,7,Positive,2,2
"This has been a really good game for alnlong while and it's still a good game. I only have one update idea though. I want people to be able to literally play together and I mean like, a hole clan can work on like a single bace butt I mean it's up to the developers to decide.👌👌👍",realli good game alnlong still good game one updat idea though want peopl abl liter play togeth mean like hole clan work like singl bace butt mean develop decid,14,Positive,57,29
"It is very addictive nature.This games give you a new life for which you think to much,sometime for a whole day.I like this game to much and improves my patience level. I specially suggest you to play this game multiple times in a day for short periods.",addict naturethi game give new life think muchsometim whole dayi like game much improv patienc level special suggest play game multipl time day short period,5,Positive,47,25
It's a cool game before published ff BG people are play clash of clan it's very interesting game,cool game publish ff bg peopl play clash clan interest game,6,Positive,18,11
I liked this game,like game,2,Positive,4,2
"I miss this game,, last 3 years But stil now i am enjoying game very much I love this game best game",miss game last year stil enjoy game much love game best game,12,Positive,22,12
Nice! But new graphics like pubg build the big new need more update like pubg like war to become success,nice new graphic like pubg build big new need updat like pubg like war becom success,4,Positive,20,16
i like,like,0,Neutral,2,1
Wala lang?,wala lang,0,Neutral,2,2
Good,good,5,Positive,1,1
The is vary good how they made it,vari good made,5,Positive,8,3
This is nice game,nice game,6,Positive,4,2
THE BEST GAME FOR A TEENAGER,best game teenag,2,Positive,6,3
"Nakakalibang to laruin para kang naglalaro ng Chess, Pano kaya marecover yung 2 account q pa sayang yun..",nakakalibang laruin para kang naglalaro ng chess pano kaya marecov yung account q pa sayang yun,2,Positive,18,16
Why error lost connection All time sync??,error lost connect time sync,-8,Negative,7,5
My golden memories ☺☺,golden memori,0,Neutral,4,2
I love this game,love game,7,Positive,4,2
It's a great game. perfect. It is simple to play and not that hard.the only issue is the builder base. It hase become boring BC you can't browse for enemy to attack like in the main village.and if you mind can I suggest something.1 is when you look around your base people move their builds by mistake.so in settings can you make it that you have to hold it for 3sec and then moving it.2 is the status of player you don't know player is online or not. so can you put a status bar if player is online.,great game perfect simpl play hardth issu builder base hase becom bore bc cant brows enemi attack like main villageand mind suggest someth look around base peopl move build mistakeso set make hold sec move statu player dont know player onlin put statu bar player onlin,7,Positive,99,46
Good,good,5,Positive,1,1
Clash of clans is so beautiful game,clash clan beauti game,2,Positive,7,4
Very very nice game,nice game,6,Positive,4,2
This is a good time for passing Time,good time pass time,5,Positive,8,4
Absolutely amazing,absolut amaz,0,Neutral,2,2
nice,nice,4,Positive,1,1
Good,good,5,Positive,1,1
Good,good,5,Positive,1,1
കിടിലൻ ഗെയിം ആണ് ❤️❤️❤️,കടലൻ ഗയ ആണ,0,Neutral,4,3
Love it,love,5,Positive,2,1
Nice,nice,4,Positive,1,1
سرگرمی عالی,سرگرمی عالی,0,Neutral,2,2
Awesome game. Me and all my school friends are in a clan and we are always talking trash and working together at the same time.,awesom game school friend clan alway talk trash work togeth time,2,Positive,25,11
I was playing this game 8 years ago,play game year ago,2,Positive,8,4
Fun,fun,0,Neutral,1,1
Clash of clans The best game in the world,clash clan best game world,2,Positive,9,5
Its the best creative game . not like battleground games . its way better . who knows he knows,best creativ game like battleground game way better know know,6,Positive,19,10
Unbelievable,unbeliev,0,Neutral,1,1
good game❤️,good game,7,Positive,2,2
Best game,best game,2,Positive,2,2
Good,good,5,Positive,1,1
Fun to play! It'll be more fun when I'll be at the top,fun play itll fun ill top,5,Positive,13,6
Good game,good game,7,Positive,2,2
Good game,good game,7,Positive,2,2
. ygguh,ygguh,0,Neutral,2,1
Nice,nice,4,Positive,1,1
Good,good,5,Positive,1,1
Bloatware added without my permission,bloatwar ad without permiss,0,Neutral,5,4
I will rate it 1star. Because it keeps notifying me that my building is finish. When i enter the game. Its not done yet. Fix youre game,rate star keep notifi build finish enter game done yet fix your game,4,Positive,27,13
Childhood game,childhood game,2,Positive,2,2
Amazing,amaz,0,Neutral,1,1
Ya its best but the time is so slow and theres nk defeat when you victory some one house its not important for you only coin,ya best time slow there nk defeat victori one hous import coin,7,Positive,26,12
Nice ok,nice ok,8,Positive,2,2
Pls help me to get my account,pl help get account,2,Positive,7,4
Great game.,great game,5,Positive,2,2
"I had lost my account due to some person hacking my account. Your support bot through the app saying not enough information, even after providing the exact information. Your support mail is also not helping. What kind of worst support am I getting here? I have been one of the old players for this, of course you will be having the details of my purchase and all other required information. How come your bot does not? Please provide me a correct contact mail other than your unworthy support mail.",lost account due person hack account support bot app say enough inform even provid exact inform support mail also help kind worst support get one old player cours detail purchas requir inform come bot pleas provid correct contact mail unworthi support mail,10,Positive,89,42
Excellent,excel,0,Neutral,1,1
"I played this game many years ago and occasionally play once in a while. Its been a week now and i have been experiencing network issues when playing the game where it would show the connection is poor error even though its not, i have no connection problems when using other apps that require internet connection. This has been annoying and taking too much of my time. I even tried many solutions inc. reinstalling the game. Please fix this issue. Thank you.",play game mani year ago occasion play week experienc network issu play game would show connect poor error even though connect problem use app requir internet connect annoy take much time even tri mani solut inc reinstal game pleas fix issu thank,-5,Negative,82,42
Why I can't install the game I have storage in my phone...still why??,cant instal game storag phonestil,2,Positive,13,5
nahh i love this,nahh love,5,Positive,4,2
Amezing,amez,0,Neutral,1,1
Very worst game in the world 🤮,worst game world,2,Positive,7,3
"I've playing this game for about 7 years but now it's so unfair, why i say? It is because if you're attacking the trophy you only get is 5 or 13, but if your base is being attack the deduction in your trophy is above 30, your game now is supper unfair it is really hard to grind.",ive play game year unfair say your attack trophi get base attack deduct trophi game supper unfair realli hard grind,5,Positive,58,20
It is good game,good game,7,Positive,4,2
It's fine like a wine and this game is the best game I have ever played,fine like wine game best game ever play,7,Positive,16,8
Nice game I love this,nice game love,11,Positive,5,3
Best game ever...❤️,best game ever,2,Positive,3,3
"Great game to play on the side, it may take a bit to build up but in the end it's very fun",great game play side may take bit build end fun,5,Positive,22,10
I am unable to open my account,unabl open account,-3,Negative,7,3
Good,good,5,Positive,1,1
so best the game,best game,2,Positive,4,2
Very good,good,5,Positive,2,1
op,op,0,Neutral,1,1
Good!,good,5,Positive,1,1
Op game,op game,2,Positive,2,2
Not bad,bad,-4,Negative,2,1
I like this game I really miss it,like game realli miss,-2,Negative,8,4
"Great game, but the wall is so expensive 🤣",great game wall expens,5,Positive,9,4
Its a good game,good game,7,Positive,4,2
This is very good game,good game,7,Positive,5,2
Nice game,nice game,6,Positive,2,2
good game,good game,7,Positive,2,2
It is not just a game it is a life,game life,0,Neutral,10,2
This game so cool so rad 😎,game cool rad,1,Positive,7,3
Love you this game,love game,7,Positive,4,2
W game the best game I have ever played,w game best game ever play,4,Positive,9,6
Besr game i have ever played but just one problem i had lost my first account even after my login from then have logged in both google and supercell id now i am not woried about my second account,besr game ever play one problem lost first account even login log googl supercel id wori second account,-5,Negative,39,18
Good,good,5,Positive,1,1
Happy,happi,0,Neutral,1,1
Super,super,3,Positive,1,1
This is special.,special,4,Positive,3,1
I hate coc because my account someone stealing it and you even can't help me about it. I play coc since 2017 and it's disappeared thanks you so much because you don't want to help me,hate coc account someon steal even cant help play coc sinc disappear thank much dont want help,3,Positive,36,17
Op,op,0,Neutral,1,1
Good,good,5,Positive,1,1
Ek time pe 95 mb ki thi sirf ab 250 ki hai,ek time pe mb ki thi sirf ab ki hai,6,Positive,12,10
🔥🔥🔥 nice update,nice updat,4,Positive,3,2
Patience,patienc,0,Neutral,1,1
Good,good,5,Positive,1,1
good,good,5,Positive,1,1
"It has become fun, but there is a small problem. We want to return an old song ❤️🔥🙃",becom fun small problem want return old song,-4,Negative,18,8
so amazing i love this game,amaz love game,7,Positive,6,3
I was suspended Pleas don't suspend me Please 😭😭 Please,suspend plea dont suspend pleas pleas,-6,Negative,10,6
فنانه,فنانه,0,Neutral,1,1
Best,best,0,Neutral,1,1
Good,good,5,Positive,1,1
Best for timepass,best timepass,0,Neutral,3,2
Good,good,5,Positive,1,1
Best game I played,best game play,2,Positive,4,3
